Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
08/03/2021,DKI JAKARTA,1783,48,1675,60,352164,338938,5829,7397
09/03/2021,DKI JAKARTA,867,45,1643,-821,353031,340581,5874,6576
10/03/2021,DKI JAKARTA,1046,45,1477,-476,354077,342058,5919,6100
11/03/2021,DKI JAKARTA,1754,25,980,749,355831,343038,5944,6849
12/03/2021,DKI JAKARTA,1872,50,1263,559,357703,344301,5994,7408
13/03/2021,DKI JAKARTA,1034,10,577,447,358737,344878,6004,7855
14/03/2021,DKI JAKARTA,1204,36,2367,-1199,359941,347245,6040,6656
15/03/2021,DKI JAKARTA,1555,35,1676,-156,361496,348921,6075,6500
16/03/2021,DKI JAKARTA,835,20,1491,-676,362331,350412,6095,5824
17/03/2021,DKI JAKARTA,1330,3,1183,144,363661,351595,6098,5968
18/03/2021,DKI JAKARTA,1719,20,1168,531,365380,352763,6118,6499
19/03/2021,DKI JAKARTA,1588,24,1175,389,366968,353938,6142,6888
20/03/2021,DKI JAKARTA,1935,22,1184,729,368903,355122,6164,7617
21/03/2021,DKI JAKARTA,1638,23,1884,-269,370541,357006,6187,7348
22/03/2021,DKI JAKARTA,1474,8,1715,-249,372015,358721,6195,7099
23/03/2021,DKI JAKARTA,816,11,1691,-886,372831,360412,6206,6213
24/03/2021,DKI JAKARTA,890,11,1986,-1107,373721,362398,6217,5106
25/03/2021,DKI JAKARTA,1727,12,490,1225,375448,362888,6229,6331
26/03/2021,DKI JAKARTA,1381,11,897,473,376829,363785,6240,6804
27/03/2021,DKI JAKARTA,1354,18,599,737,378183,364384,6258,7541
28/03/2021,DKI JAKARTA,1470,23,1175,272,379653,365559,6281,7813
29/03/2021,DKI JAKARTA,1014,22,1079,-87,380667,366638,6303,7726
30/03/2021,DKI JAKARTA,384,21,1087,-724,381051,367725,6324,7002
31/03/2021,DKI JAKARTA,965,0,1073,-108,382016,368798,6324,6894
01/04/2021,DKI JAKARTA,1337,18,988,331,383353,369786,6342,7225
02/04/2021,DKI JAKARTA,1240,7,1292,-59,384593,371078,6349,7166
03/04/2021,DKI JAKARTA,1098,4,600,494,385691,371678,6353,7660
04/04/2021,DKI JAKARTA,736,6,1600,-870,386427,373278,6359,6790
05/04/2021,DKI JAKARTA,523,4,1187,-668,386950,374465,6363,6122
06/04/2021,DKI JAKARTA,487,4,587,-104,387437,375052,6367,6018
07/04/2021,DKI JAKARTA,862,9,695,158,388299,375747,6376,6176
08/04/2021,DKI JAKARTA,1239,4,485,750,389538,376232,6380,6926
09/04/2021,DKI JAKARTA,1013,10,623,380,390551,376855,6390,7306
10/04/2021,DKI JAKARTA,977,7,856,114,391528,377711,6397,7420
11/04/2021,DKI JAKARTA,1031,7,1396,-372,392559,379107,6404,7048
12/04/2021,DKI JAKARTA,692,7,1357,-672,393251,380464,6411,6376
13/04/2021,DKI JAKARTA,828,6,900,-78,394079,381364,6417,6298
14/04/2021,DKI JAKARTA,661,7,614,40,394740,381978,6424,6338
15/04/2021,DKI JAKARTA,1330,6,690,634,396070,382668,6430,6972
16/04/2021,DKI JAKARTA,980,18,872,90,397050,383540,6448,7062
17/04/2021,DKI JAKARTA,1037,18,999,20,398087,384539,6466,7082
18/04/2021,DKI JAKARTA,950,13,987,-50,399037,385526,6479,7032
19/04/2021,DKI JAKARTA,973,14,971,-12,400010,386497,6493,7020
20/04/2021,DKI JAKARTA,460,14,897,-451,400470,387394,6507,6569
21/04/2021,DKI JAKARTA,602,12,573,17,401072,387967,6519,6586
22/04/2021,DKI JAKARTA,1266,11,652,603,402338,388619,6530,7189
23/04/2021,DKI JAKARTA,884,18,721,145,403222,389340,6548,7334
24/04/2021,DKI JAKARTA,907,12,885,10,404129,390225,6560,7344
25/04/2021,DKI JAKARTA,896,14,962,-80,405025,391187,6574,7264
26/04/2021,DKI JAKARTA,748,14,1339,-605,405773,392526,6588,6659
27/04/2021,DKI JAKARTA,394,17,600,-223,406167,393126,6605,6436
28/04/2021,DKI JAKARTA,639,14,682,-57,406806,393808,6619,6379
29/04/2021,DKI JAKARTA,987,23,480,484,407793,394288,6642,6863
30/04/2021,DKI JAKARTA,789,4,539,246,408582,394827,6646,7109
01/05/2021,DKI JAKARTA,926,15,793,118,409508,395620,6661,7227
02/05/2021,DKI JAKARTA,854,10,984,-140,410362,396604,6671,7087
03/05/2021,DKI JAKARTA,757,20,687,50,411119,397291,6691,7137
04/05/2021,DKI JAKARTA,416,18,586,-188,411535,397877,6709,6949
05/05/2021,DKI JAKARTA,845,12,687,146,412380,398564,6721,7095
06/05/2021,DKI JAKARTA,906,21,566,319,413286,399130,6742,7414
07/05/2021,DKI JAKARTA,783,20,595,168,414069,399725,6762,7582
08/05/2021,DKI JAKARTA,732,26,584,122,414801,400309,6788,7704
09/05/2021,DKI JAKARTA,809,16,690,103,415610,400999,6804,7807
10/05/2021,DKI JAKARTA,694,22,607,65,416304,401606,6826,7872
11/05/2021,DKI JAKARTA,406,20,667,-281,416710,402273,6846,7591
12/05/2021,DKI JAKARTA,656,13,674,-31,417366,402947,6859,7560
13/05/2021,DKI JAKARTA,785,15,585,185,418151,403532,6874,7745
14/05/2021,DKI JAKARTA,632,16,547,69,418783,404079,6890,7814
02/03/2020,JAWA BARAT,3,0,0,3,3,0,0,3
03/03/2020,JAWA BARAT,1,1,0,0,4,0,1,3
04/03/2020,JAWA BARAT,1,0,0,1,5,0,1,4
05/03/2020,JAWA BARAT,1,0,0,1,6,0,1,5
06/03/2020,JAWA BARAT,1,0,0,1,7,0,1,6
07/03/2020,JAWA BARAT,0,0,0,0,7,0,1,6
08/03/2020,JAWA BARAT,0,0,0,0,7,0,1,6
09/03/2020,JAWA BARAT,0,0,0,0,7,0,1,6
10/03/2020,JAWA BARAT,0,0,0,0,7,0,1,6
11/03/2020,JAWA BARAT,0,1,0,-1,7,0,2,5
12/03/2020,JAWA BARAT,1,0,0,1,8,0,2,6
13/03/2020,JAWA BARAT,4,0,4,0,12,4,2,6
14/03/2020,JAWA BARAT,0,0,0,0,12,4,2,6
15/03/2020,JAWA BARAT,0,0,0,0,12,4,2,6
16/03/2020,JAWA BARAT,1,0,0,1,13,4,2,7
17/03/2020,JAWA BARAT,11,0,0,11,24,4,2,18
18/03/2020,JAWA BARAT,5,1,1,3,29,5,3,21
19/03/2020,JAWA BARAT,7,1,0,6,36,5,4,27
20/03/2020,JAWA BARAT,20,3,0,17,56,5,7,44
21/03/2020,JAWA BARAT,5,0,0,5,61,5,7,49
22/03/2020,JAWA BARAT,3,3,0,0,64,5,10,49
23/03/2020,JAWA BARAT,6,4,0,2,70,5,14,51
24/03/2020,JAWA BARAT,3,2,1,0,73,6,16,51
25/03/2020,JAWA BARAT,5,0,1,4,78,7,16,55
26/03/2020,JAWA BARAT,8,0,0,8,86,7,16,63
27/03/2020,JAWA BARAT,28,4,0,24,114,7,20,87
28/03/2020,JAWA BARAT,23,2,1,20,137,8,22,107
29/03/2020,JAWA BARAT,33,2,1,30,170,9,24,137
30/03/2020,JAWA BARAT,26,2,3,21,196,12,26,158
31/03/2020,JAWA BARAT,9,0,3,6,205,15,26,164
01/04/2020,JAWA BARAT,27,1,0,26,232,15,27,190
02/04/2020,JAWA BARAT,24,4,1,19,256,16,31,209
03/04/2020,JAWA BARAT,2,1,3,-2,258,19,32,207
04/04/2020,JAWA BARAT,24,2,0,22,282,19,34,229
05/04/2020,JAWA BARAT,10,0,1,9,292,20,34,238
06/04/2020,JAWA BARAT,20,2,1,17,312,21,36,255
07/04/2020,JAWA BARAT,79,2,3,74,391,24,38,329
08/04/2020,JAWA BARAT,24,5,1,18,415,25,43,347
09/04/2020,JAWA BARAT,22,5,1,16,437,26,48,363
10/04/2020,JAWA BARAT,10,0,1,9,447,27,48,372
11/04/2020,JAWA BARAT,45,1,1,43,492,28,49,415
12/04/2020,JAWA BARAT,36,4,3,29,528,31,53,444
13/04/2020,JAWA BARAT,76,10,3,63,604,34,63,507
14/04/2020,JAWA BARAT,6,1,1,4,610,35,64,511
15/04/2020,JAWA BARAT,38,3,1,34,648,36,67,545
16/04/2020,JAWA BARAT,23,1,6,16,671,42,68,561
17/04/2020,JAWA BARAT,61,3,16,42,732,58,71,603
18/04/2020,JAWA BARAT,19,0,2,17,751,60,71,620
19/04/2020,JAWA BARAT,54,1,12,41,805,72,72,661
20/04/2020,JAWA BARAT,27,3,4,20,832,76,75,681
21/04/2020,JAWA BARAT,20,5,19,-4,852,95,80,677
22/04/2020,JAWA BARAT,8,3,3,2,860,98,83,679
23/04/2020,JAWA BARAT,29,3,9,17,889,107,86,696
24/04/2020,JAWA BARAT,74,2,3,69,963,110,88,765
25/04/2020,JAWA BARAT,47,0,4,43,1010,114,88,808
26/04/2020,JAWA BARAT,12,0,1,11,1022,115,88,819
27/04/2020,JAWA BARAT,38,1,3,34,1060,118,89,853
28/04/2020,JAWA BARAT,19,1,6,12,1079,124,90,865
29/04/2020,JAWA BARAT,40,0,7,33,1119,131,90,898
30/04/2020,JAWA BARAT,6,4,31,-29,1125,162,94,869
01/05/2020,JAWA BARAT,4,0,3,1,1129,165,94,870
02/05/2020,JAWA BARAT,37,1,2,34,1166,167,95,904
03/05/2020,JAWA BARAT,17,1,7,9,1183,174,96,913
04/05/2020,JAWA BARAT,182,3,7,172,1365,181,99,1085
05/05/2020,JAWA BARAT,52,1,10,41,1417,191,100,1126
06/05/2020,JAWA BARAT,21,3,8,10,1438,199,103,1136
07/05/2020,JAWA BARAT,53,0,6,47,1491,205,103,1183
08/05/2020,JAWA BARAT,30,2,0,28,1521,205,105,1211
09/05/2020,JAWA BARAT,29,3,19,7,1550,224,108,1218
10/05/2020,JAWA BARAT,0,0,2,-2,1550,226,108,1216
11/05/2020,JAWA BARAT,54,3,11,40,1604,237,111,1256
12/05/2020,JAWA BARAT,54,0,4,50,1658,241,111,1306
13/05/2020,JAWA BARAT,8,0,27,-19,1666,268,111,1287
14/05/2020,JAWA BARAT,11,1,7,3,1677,275,112,1290
15/05/2020,JAWA BARAT,33,1,18,14,1710,293,113,1304
16/05/2020,JAWA BARAT,24,0,3,21,1734,296,113,1325
17/05/2020,JAWA BARAT,32,3,57,-28,1766,353,116,1297
18/05/2020,JAWA BARAT,22,9,74,-61,1788,427,125,1236
19/05/2020,JAWA BARAT,24,1,14,9,1812,441,126,1245
20/05/2020,JAWA BARAT,143,0,2,141,1955,443,126,1386
21/05/2020,JAWA BARAT,68,0,11,57,2023,454,126,1443
22/05/2020,JAWA BARAT,38,2,13,23,2061,467,128,1466
23/05/2020,JAWA BARAT,55,2,40,13,2116,507,130,1479
24/05/2020,JAWA BARAT,49,1,11,37,2165,518,131,1516
25/05/2020,JAWA BARAT,18,0,4,14,2183,522,131,1530
26/05/2020,JAWA BARAT,15,9,21,-15,2198,543,140,1515
27/05/2020,JAWA BARAT,25,5,32,-12,2223,575,145,1503
28/05/2020,JAWA BARAT,26,0,45,-19,2249,620,145,1484
29/05/2020,JAWA BARAT,40,1,6,33,2289,626,146,1517
30/05/2020,JAWA BARAT,20,2,32,-14,2309,658,148,1503
31/05/2020,JAWA BARAT,38,0,8,30,2347,666,148,1533
01/06/2020,JAWA BARAT,41,0,8,33,2388,674,148,1566
02/06/2020,JAWA BARAT,18,7,36,-25,2406,710,155,1541
03/06/2020,JAWA BARAT,4,3,55,-54,2410,765,158,1487
04/06/2020,JAWA BARAT,8,1,20,-13,2418,785,159,1474
05/06/2020,JAWA BARAT,15,3,47,-35,2433,832,162,1439
06/06/2020,JAWA BARAT,13,0,16,-3,2446,848,162,1436
07/06/2020,JAWA BARAT,34,0,106,-72,2480,954,162,1364
08/06/2020,JAWA BARAT,24,3,68,-47,2504,1022,165,1317
09/06/2020,JAWA BARAT,29,0,12,17,2533,1034,165,1334
10/06/2020,JAWA BARAT,49,0,38,11,2582,1072,165,1345
11/06/2020,JAWA BARAT,47,0,20,27,2629,1092,165,1372
12/06/2020,JAWA BARAT,15,0,47,-32,2644,1139,165,1340
13/06/2020,JAWA BARAT,12,0,36,-24,2656,1175,165,1316
14/06/2020,JAWA BARAT,15,0,39,-24,2671,1214,165,1292
15/06/2020,JAWA BARAT,24,1,7,16,2695,1221,166,1308
16/06/2020,JAWA BARAT,37,0,12,25,2732,1233,166,1333
17/06/2020,JAWA BARAT,43,7,28,8,2775,1261,173,1341
18/06/2020,JAWA BARAT,51,2,54,-5,2826,1315,175,1336
19/06/2020,JAWA BARAT,63,0,29,34,2889,1344,175,1370
20/06/2020,JAWA BARAT,19,0,1,18,2908,1345,175,1388
21/06/2020,JAWA BARAT,22,0,2,20,2930,1347,175,1408
22/06/2020,JAWA BARAT,18,0,24,-6,2948,1371,175,1402
23/06/2020,JAWA BARAT,32,0,30,2,2980,1401,175,1404
24/06/2020,JAWA BARAT,46,0,8,38,3026,1409,175,1442
25/06/2020,JAWA BARAT,41,2,57,-18,3067,1466,177,1424
26/06/2020,JAWA BARAT,35,2,109,-76,3102,1575,179,1348
27/06/2020,JAWA BARAT,49,0,14,35,3151,1589,179,1383
28/06/2020,JAWA BARAT,26,0,9,17,3177,1598,179,1400
29/06/2020,JAWA BARAT,42,0,3,39,3219,1601,179,1439
30/06/2020,JAWA BARAT,75,1,84,-10,3294,1685,180,1429
01/07/2020,JAWA BARAT,58,0,15,43,3352,1700,180,1472
02/07/2020,JAWA BARAT,65,0,45,20,3417,1745,180,1492
03/07/2020,JAWA BARAT,32,0,4,28,3449,1749,180,1520
04/07/2020,JAWA BARAT,86,0,23,63,3535,1772,180,1583
05/07/2020,JAWA BARAT,108,0,16,92,3643,1788,180,1675
06/07/2020,JAWA BARAT,129,1,22,106,3772,1810,181,1781
07/07/2020,JAWA BARAT,81,2,44,35,3853,1854,183,1816
08/07/2020,JAWA BARAT,95,2,25,68,3948,1879,185,1884
09/07/2020,JAWA BARAT,964,4,28,932,4912,1907,189,2816
10/07/2020,JAWA BARAT,108,0,33,75,5020,1940,189,2891
11/07/2020,JAWA BARAT,73,1,29,43,5093,1969,190,2934
12/07/2020,JAWA BARAT,44,0,9,35,5137,1978,190,2969
13/07/2020,JAWA BARAT,87,0,19,68,5224,1997,190,3037
14/07/2020,JAWA BARAT,77,1,34,42,5301,2031,191,3079
15/07/2020,JAWA BARAT,74,1,145,-72,5375,2176,192,3007
16/07/2020,JAWA BARAT,40,0,18,22,5415,2194,192,3029
17/07/2020,JAWA BARAT,51,1,33,17,5466,2227,193,3046
18/07/2020,JAWA BARAT,58,1,18,39,5524,2245,194,3085
19/07/2020,JAWA BARAT,24,0,4,20,5548,2249,194,3105
20/07/2020,JAWA BARAT,59,0,96,-37,5607,2345,194,3068
21/07/2020,JAWA BARAT,65,4,32,29,5672,2377,198,3097
22/07/2020,JAWA BARAT,32,0,23,9,5704,2400,198,3106
23/07/2020,JAWA BARAT,63,1,13,49,5767,2413,199,3155
24/07/2020,JAWA BARAT,89,0,19,70,5856,2432,199,3225
25/07/2020,JAWA BARAT,72,0,32,40,5928,2464,199,3265
26/07/2020,JAWA BARAT,50,0,23,27,5978,2487,199,3292
27/07/2020,JAWA BARAT,57,0,406,-349,6035,2893,199,2943
28/07/2020,JAWA BARAT,132,0,606,-474,6167,3499,199,2469
29/07/2020,JAWA BARAT,97,2,48,47,6264,3547,201,2516
30/07/2020,JAWA BARAT,141,2,333,-194,6405,3880,203,2322
31/07/2020,JAWA BARAT,69,0,17,52,6474,3897,203,2374
01/08/2020,JAWA BARAT,59,0,19,40,6533,3916,203,2414
02/08/2020,JAWA BARAT,57,0,7,50,6590,3923,203,2464
03/08/2020,JAWA BARAT,53,0,47,6,6643,3970,203,2470
04/08/2020,JAWA BARAT,93,5,170,-82,6736,4140,208,2388
05/08/2020,JAWA BARAT,124,0,9,115,6860,4149,208,2503
06/08/2020,JAWA BARAT,82,1,32,49,6942,4181,209,2552
07/08/2020,JAWA BARAT,151,4,62,85,7093,4243,213,2637
08/08/2020,JAWA BARAT,241,3,40,198,7334,4283,216,2835
09/08/2020,JAWA BARAT,176,4,66,106,7510,4349,220,2941
10/08/2020,JAWA BARAT,33,0,27,6,7543,4376,220,2947
11/08/2020,JAWA BARAT,92,4,39,49,7635,4415,224,2996
12/08/2020,JAWA BARAT,106,1,70,35,7741,4485,225,3031
13/08/2020,JAWA BARAT,110,1,17,92,7851,4502,226,3123
14/08/2020,JAWA BARAT,362,1,21,340,8213,4523,227,3463
15/08/2020,JAWA BARAT,227,0,36,191,8440,4559,227,3654
16/08/2020,JAWA BARAT,78,2,41,35,8518,4600,229,3689
17/08/2020,JAWA BARAT,44,1,45,-2,8562,4645,230,3687
18/08/2020,JAWA BARAT,45,0,18,27,8607,4663,230,3714
19/08/2020,JAWA BARAT,103,5,50,48,8710,4713,235,3762
20/08/2020,JAWA BARAT,197,2,72,123,8907,4785,237,3885
21/08/2020,JAWA BARAT,93,8,119,-34,9000,4904,245,3851
22/08/2020,JAWA BARAT,153,6,178,-31,9153,5082,251,3820
23/08/2020,JAWA BARAT,68,1,507,-440,9221,5589,252,3380
24/08/2020,JAWA BARAT,132,2,207,-77,9353,5796,254,3303
25/08/2020,JAWA BARAT,256,1,6,249,9609,5802,255,3552
26/08/2020,JAWA BARAT,176,0,30,146,9785,5832,255,3698
27/08/2020,JAWA BARAT,153,0,89,64,9938,5921,255,3762
28/08/2020,JAWA BARAT,557,2,64,491,10495,5985,257,4253
29/08/2020,JAWA BARAT,285,0,8,277,10780,5993,257,4530
30/08/2020,JAWA BARAT,101,0,25,76,10881,6018,257,4606
31/08/2020,JAWA BARAT,146,8,57,81,11027,6075,265,4687
01/09/2020,JAWA BARAT,213,1,47,165,11240,6122,266,4852
02/09/2020,JAWA BARAT,202,1,138,63,11442,6260,267,4915
03/09/2020,JAWA BARAT,236,4,30,202,11678,6290,271,5117
04/09/2020,JAWA BARAT,381,1,83,297,12059,6373,272,5414
05/09/2020,JAWA BARAT,218,0,45,173,12277,6418,272,5587
06/09/2020,JAWA BARAT,171,0,53,118,12448,6471,272,5705
07/09/2020,JAWA BARAT,202,0,88,114,12650,6559,272,5819
08/09/2020,JAWA BARAT,333,2,76,255,12983,6635,274,6074
09/09/2020,JAWA BARAT,284,4,47,233,13267,6682,278,6307
10/09/2020,JAWA BARAT,333,0,111,222,13600,6793,278,6529
11/09/2020,JAWA BARAT,271,7,285,-21,13871,7078,285,6508
12/09/2020,JAWA BARAT,288,1,328,-41,14159,7406,286,6467
13/09/2020,JAWA BARAT,161,5,192,-36,14320,7598,291,6431
14/09/2020,JAWA BARAT,206,0,167,39,14526,7765,291,6470
15/09/2020,JAWA BARAT,354,7,250,97,14880,8015,298,6567
16/09/2020,JAWA BARAT,299,1,207,91,15179,8222,299,6658
17/09/2020,JAWA BARAT,355,4,331,20,15534,8553,303,6678
18/09/2020,JAWA BARAT,347,3,284,60,15881,8837,306,6738
19/09/2020,JAWA BARAT,457,0,552,-95,16338,9389,306,6643
20/09/2020,JAWA BARAT,423,6,402,15,16761,9791,312,6658
21/09/2020,JAWA BARAT,689,2,249,438,17450,10040,314,7096
22/09/2020,JAWA BARAT,600,10,595,-5,18050,10635,324,7091
23/09/2020,JAWA BARAT,512,14,170,328,18562,10805,338,7419
24/09/2020,JAWA BARAT,793,12,252,529,19355,11057,350,7948
25/09/2020,JAWA BARAT,729,13,821,-105,20084,11878,363,7843
26/09/2020,JAWA BARAT,391,16,621,-246,20475,12499,379,7597
27/09/2020,JAWA BARAT,435,2,238,195,20910,12737,381,7792
28/09/2020,JAWA BARAT,492,1,295,196,21402,13032,382,7988
29/09/2020,JAWA BARAT,316,15,113,188,21718,13145,397,8176
30/09/2020,JAWA BARAT,431,15,372,44,22149,13517,412,8220
01/10/2020,JAWA BARAT,577,16,131,430,22726,13648,428,8650
02/10/2020,JAWA BARAT,536,15,186,335,23262,13834,443,8985
03/10/2020,JAWA BARAT,354,15,96,243,23616,13930,458,9228
04/10/2020,JAWA BARAT,246,16,78,152,23862,14008,474,9380
05/10/2020,JAWA BARAT,500,15,792,-307,24362,14800,489,9073
06/10/2020,JAWA BARAT,508,17,205,286,24870,15005,506,9359
07/10/2020,JAWA BARAT,751,13,505,233,25621,15510,519,9592
08/10/2020,JAWA BARAT,591,4,325,262,26212,15835,523,9854
09/10/2020,JAWA BARAT,499,2,550,-53,26711,16385,525,9801
10/10/2020,JAWA BARAT,268,2,390,-124,26979,16775,527,9677
11/10/2020,JAWA BARAT,206,0,553,-347,27185,17328,527,9330
12/10/2020,JAWA BARAT,297,9,238,50,27482,17566,536,9380
13/10/2020,JAWA BARAT,567,0,566,1,28049,18132,536,9381
14/10/2020,JAWA BARAT,444,12,526,-94,28493,18658,548,9287
15/10/2020,JAWA BARAT,599,9,312,278,29092,18970,557,9565
16/10/2020,JAWA BARAT,426,0,384,42,29518,19354,557,9607
17/10/2020,JAWA BARAT,503,0,440,63,30021,19794,557,9670
18/10/2020,JAWA BARAT,211,0,346,-135,30232,20140,557,9535
19/10/2020,JAWA BARAT,515,21,342,152,30747,20482,578,9687
20/10/2020,JAWA BARAT,470,20,211,239,31217,20693,598,9926
21/10/2020,JAWA BARAT,633,16,548,69,31850,21241,614,9995
22/10/2020,JAWA BARAT,722,23,333,366,32572,21574,637,10361
23/10/2020,JAWA BARAT,513,11,318,184,33085,21892,648,10545
24/10/2020,JAWA BARAT,439,19,652,-232,33524,22544,667,10313
25/10/2020,JAWA BARAT,356,11,464,-119,33880,23008,678,10194
26/10/2020,JAWA BARAT,441,14,441,-14,34321,23449,692,10180
27/10/2020,JAWA BARAT,395,14,556,-175,34716,24005,706,10005
28/10/2020,JAWA BARAT,407,7,372,28,35123,24377,713,10033
29/10/2020,JAWA BARAT,458,0,490,-32,35581,24867,713,10001
30/10/2020,JAWA BARAT,321,4,350,-33,35902,25217,717,9968
31/10/2020,JAWA BARAT,422,1,290,131,36324,25507,718,10099
01/11/2020,JAWA BARAT,244,2,625,-383,36568,26132,720,9716
02/11/2020,JAWA BARAT,334,11,385,-62,36902,26517,731,9654
03/11/2020,JAWA BARAT,482,5,392,85,37384,26909,736,9739
04/11/2020,JAWA BARAT,525,16,282,227,37909,27191,752,9966
05/11/2020,JAWA BARAT,639,9,396,234,38548,27587,761,10200
06/11/2020,JAWA BARAT,587,0,462,125,39135,28049,761,10325
07/11/2020,JAWA BARAT,477,0,458,19,39612,28507,761,10344
08/11/2020,JAWA BARAT,479,1,622,-144,40091,29129,762,10200
09/11/2020,JAWA BARAT,330,3,915,-588,40421,30044,765,9612
10/11/2020,JAWA BARAT,748,6,899,-157,41169,30943,771,9455
11/11/2020,JAWA BARAT,668,5,435,228,41837,31378,776,9683
12/11/2020,JAWA BARAT,734,21,628,85,42571,32006,797,9768
13/11/2020,JAWA BARAT,800,5,396,399,43371,32402,802,10167
14/11/2020,JAWA BARAT,808,2,474,332,44179,32876,804,10499
15/11/2020,JAWA BARAT,308,0,995,-687,44487,33871,804,9812
16/11/2020,JAWA BARAT,558,19,654,-115,45045,34525,823,9697
17/11/2020,JAWA BARAT,646,23,906,-283,45691,35431,846,9414
18/11/2020,JAWA BARAT,367,4,884,-521,46058,36315,850,8893
19/11/2020,JAWA BARAT,397,8,636,-247,46455,36951,858,8646
20/11/2020,JAWA BARAT,872,1,102,769,47327,37053,859,9415
21/11/2020,JAWA BARAT,364,0,626,-262,47691,37679,859,9153
22/11/2020,JAWA BARAT,374,0,153,221,48065,37832,859,9374
23/11/2020,JAWA BARAT,602,0,928,-326,48667,38760,859,9048
24/11/2020,JAWA BARAT,299,4,452,-157,48966,39212,863,8891
25/11/2020,JAWA BARAT,741,7,717,17,49707,39929,870,8908
26/11/2020,JAWA BARAT,775,4,831,-60,50482,40760,874,8848
27/11/2020,JAWA BARAT,699,5,735,-41,51181,41495,879,8807
28/11/2020,JAWA BARAT,367,5,1020,-658,51548,42515,884,8149
29/11/2020,JAWA BARAT,228,9,891,-672,51776,43406,893,7477
30/11/2020,JAWA BARAT,741,12,727,2,52517,44133,905,7479
01/12/2020,JAWA BARAT,878,12,836,30,53395,44969,917,7509
02/12/2020,JAWA BARAT,764,4,335,425,54159,45304,921,7934
03/12/2020,JAWA BARAT,1648,22,851,775,55807,46155,943,8709
04/12/2020,JAWA BARAT,992,2,814,176,56799,46969,945,8885
05/12/2020,JAWA BARAT,1086,2,592,492,57885,47561,947,9377
06/12/2020,JAWA BARAT,1388,7,1203,178,59273,48764,954,9555
07/12/2020,JAWA BARAT,1171,8,1216,-53,60444,49980,962,9502
08/12/2020,JAWA BARAT,731,6,533,192,61175,50513,968,9694
09/12/2020,JAWA BARAT,908,20,545,343,62083,51058,988,10037
10/12/2020,JAWA BARAT,960,33,691,236,63043,51749,1021,10273
11/12/2020,JAWA BARAT,1029,20,926,83,64072,52675,1041,10356
12/12/2020,JAWA BARAT,1283,2,910,371,65355,53585,1043,10727
13/12/2020,JAWA BARAT,855,5,629,221,66210,54214,1048,10948
14/12/2020,JAWA BARAT,600,14,817,-231,66810,55031,1062,10717
15/12/2020,JAWA BARAT,1256,6,1175,75,68066,56206,1068,10792
16/12/2020,JAWA BARAT,1434,4,1018,412,69500,57224,1072,11204
17/12/2020,JAWA BARAT,1277,13,897,367,70777,58121,1085,11571
18/12/2020,JAWA BARAT,987,1,831,155,71764,58952,1086,11726
19/12/2020,JAWA BARAT,1132,1,736,395,72896,59688,1087,12121
20/12/2020,JAWA BARAT,1052,1,1186,-135,73948,60874,1088,11986
21/12/2020,JAWA BARAT,716,4,629,83,74664,61503,1092,12069
22/12/2020,JAWA BARAT,925,3,771,151,75589,62274,1095,12220
23/12/2020,JAWA BARAT,903,2,940,-39,76492,63214,1097,12181
24/12/2020,JAWA BARAT,702,10,516,176,77194,63730,1107,12357
25/12/2020,JAWA BARAT,903,0,716,187,78097,64446,1107,12544
26/12/2020,JAWA BARAT,601,0,676,-75,78698,65122,1107,12469
27/12/2020,JAWA BARAT,892,43,1172,-323,79590,66294,1150,12146
28/12/2020,JAWA BARAT,403,0,828,-425,79993,67122,1150,11721
29/12/2020,JAWA BARAT,1329,2,1156,171,81322,68278,1152,11892
30/12/2020,JAWA BARAT,1233,2,1181,50,82555,69459,1154,11942
31/12/2020,JAWA BARAT,1024,11,1245,-232,83579,70704,1165,11710
01/01/2021,JAWA BARAT,1504,3,1205,296,85083,71909,1168,12006
02/01/2021,JAWA BARAT,1167,1,914,252,86250,72823,1169,12258
03/01/2021,JAWA BARAT,1232,2,1114,116,87482,73937,1171,12374
04/01/2021,JAWA BARAT,1079,2,1041,36,88561,74978,1173,12410
05/01/2021,JAWA BARAT,1100,8,1081,11,89661,76059,1181,12421
06/01/2021,JAWA BARAT,1470,11,1362,97,91131,77421,1192,12518
07/01/2021,JAWA BARAT,1416,2,1203,211,92547,78624,1194,12729
08/01/2021,JAWA BARAT,1824,4,911,909,94371,79535,1198,13638
09/01/2021,JAWA BARAT,1731,6,1176,549,96102,80711,1204,14187
10/01/2021,JAWA BARAT,1467,8,949,510,97569,81660,1212,14697
11/01/2021,JAWA BARAT,1475,11,1059,405,99044,82719,1223,15102
12/01/2021,JAWA BARAT,1540,15,965,560,100584,83684,1238,15662
13/01/2021,JAWA BARAT,1755,11,1059,685,102339,84743,1249,16347
14/01/2021,JAWA BARAT,2202,11,1348,843,104541,86091,1260,17190
15/01/2021,JAWA BARAT,3095,27,1091,1977,107636,87182,1287,19167
16/01/2021,JAWA BARAT,3460,42,2142,1276,111096,89324,1329,20443
17/01/2021,JAWA BARAT,1491,11,1581,-101,112587,90905,1340,20342
18/01/2021,JAWA BARAT,1486,28,1624,-166,114073,92529,1368,20176
19/01/2021,JAWA BARAT,1684,24,1362,298,115757,93891,1392,20474
